Town,At least one census tract SVI≥0.75,Population,Initiated Vaccination Count,Initiated Vaccination Percent,Fully Vaccinated Count,Fully Vaccinated Percent,Date Updated
Cornwall,No,1362,990,72.69,862,63.29,05/26/2021
Coventry,No,12407,7235,58.31,6363,51.29,05/26/2021
Cromwell,No,13839,9633,69.61,8504,61.45,05/26/2021
Danbury,Yes,84694,46230,54.58,35936,42.43,05/26/2021
Darien,No,21728,15185,69.89,12046,55.44,05/26/2021
Deep River,No,4443,3026,68.11,2617,58.9,05/26/2021
Derby,Yes,12339,7292,59.1,5567,45.12,05/26/2021
Durham,No,7165,4697,65.55,4154,57.98,05/26/2021
East Granby,No,5140,3241,63.05,2764,53.77,05/26/2021
East Haddam,No,8997,4983,55.39,4100,45.57,05/26/2021
East Hampton,No,12800,7695,60.12,6562,51.27,05/26/2021
East Hartford,Yes,49872,26346,52.83,21029,42.17,05/26/2021
East Haven,Yes,28569,14962,52.37,12995,45.49,05/26/2021
East Lyme,No,18462,12528,67.86,11052,59.86,05/26/2021
East Windsor,No,11668,6135,52.58,5169,44.3,05/26/2021
Eastford,No,1790,911,50.89,796,44.47,05/26/2021
Easton,No,7521,4894,65.07,4151,55.19,05/26/2021
Ellington,No,16467,9744,59.17,8458,51.36,05/26/2021
Enfield,Yes,43659,22060,50.53,18777,43.01,05/26/2021
Essex,No,6668,4930,73.94,4401,66,05/26/2021
Fairfield,No,62045,39639,63.89,33238,53.57,05/26/2021
Farmington,No,25497,18547,72.74,15985,62.69,05/26/2021
Franklin,No,1920,1100,57.29,983,51.2,05/26/2021
Glastonbury,No,34482,24399,70.76,21143,61.32,05/26/2021
Goshen,No,2863,1779,62.14,1531,53.48,05/26/2021
Granby,No,11507,7160,62.22,6182,53.72,05/26/2021
Greenwich,No,62840,40447,64.37,33474,53.27,05/26/2021
Griswold,Yes,11534,5375,46.6,4585,39.75,05/26/2021
Groton,Yes,38436,19216,49.99,16346,42.53,05/26/2021
Guilford,No,22133,15855,71.64,13938,62.97,05/26/2021
Haddam,No,8193,5592,68.25,4984,60.83,05/26/2021
Hamden,No,60556,34486,56.95,29907,49.39,05/26/2021
Hampton,No,1842,1006,54.61,877,47.61,05/26/2021
Hartford,Yes,122105,46969,38.47,37017,30.32,05/26/2021
Hartland,No,2120,1069,50.42,939,44.29,05/26/2021
Harwinton,No,5420,3209,59.21,2835,52.31,05/26/2021
Hebron,No,9504,5984,62.96,5247,55.21,05/26/2021
Kent,No,2777,2104,75.77,1782,64.17,05/26/2021
Killingly,Yes,17336,7875,45.43,6703,38.67,05/26/2021
Killingworth,No,6364,4219,66.29,3749,58.91,05/26/2021
Lebanon,No,7144,4095,57.32,3644,51.01,05/26/2021
Ledyard,No,14621,8260,56.49,7196,49.22,05/26/2021
Lisbon,No,4220,2256,53.46,1982,46.97,05/26/2021
Litchfield,No,8094,5069,62.63,4258,52.61,05/26/2021
Lyme,No,2316,1839,79.4,1647,71.11,05/26/2021
